ID,fips_code,year,deck_cond,superstructure_cond,channel_cond,culvert_cond
004140,01,1951,6,5,7,N
004141,01,1951,5,5,8,N
004142,01,1956,N,N,7,7
004145,01,1951,N,N,7,7
004146,01,1951,N,N,7,7
004149,01,1951,N,N,8,7
004150,01,1951,5,6,5,N
004151,01,1951,N,N,6,6
004152,01,1951,N,N,8,7
004153,01,1951,N,N,7,6
004154,01,1951,N,N,8,8
004156,01,1951,5,6,7,N
004158,01,1951,N,N,7,7
004159,01,1951,N,N,6,7
004160,01,1951,N,N,7,6
004161,01,1951,N,N,7,7
004162,01,1951,7,7,6,N
004163,01,1951,6,5,7,N
004168,01,1951,5,5,6,N
004169,01,1951,N,N,7,7
004170,01,1951,N,N,7,7
004171,01,1951,N,N,6,6
004176,01,1951,N,N,7,6
004177,01,1951,5,6,6,N
004178,01,1951,N,N,8,8
004179,01,1951,6,5,7,N
004180,01,1951,5,5,7,N
004183,01,1951,7,5,9,N
004184,01,1951,N,N,8,6
004185,01,1951,6,4,7,N
004186,01,1951,5,5,9,N
004187,01,1951,N,N,6,5
004188,01,1951,N,N,7,7
004189,01,1963,N,N,8,7
004190,01,1951,N,N,7,7
004191,01,1951,6,5,5,N
004192,01,1970,N,N,7,6
004193,01,1951,6,5,7,N
004194,01,1951,5,5,7,N
004195,01,1919,N,N,6,6
004196,01,1925,7,7,7,N
004197,01,1925,6,6,6,N
004198,01,1925,N,N,7,6
004202,01,1928,4,5,7,N
004205,01,1931,5,6,6,N
004206,01,1931,N,N,6,5
004209,01,1934,5,5,6,N
004210,01,1934,6,6,5,N
004213,01,1939,5,5,5,N
004219,01,1952,5,7,6,N
004220,01,1952,5,6,7,N
004224,01,1952,3,4,5,N
004226,01,1952,5,5,5,N
004229,01,1952,8,7,7,N
004231,01,1952,N,N,7,5
004235,01,1952,5,5,5,N
004236,01,1952,4,4,N,N
004247,01,1952,N,N,6,6
004248,01,1952,N,N,7,6
004249,01,1952,N,N,6,6
004250,01,1952,N,N,7,6
004251,01,1952,N,N,5,6
004252,01,1952,N,N,6,6
004253,01,1952,N,N,6,6
004254,01,1952,N,N,6,6
004255,01,1952,N,N,6,6
004256,01,1952,N,N,6,6
004257,01,1952,N,N,6,6
004259,01,1952,8,6,6,N
004260,01,1952,5,4,6,N
004261,01,1993,N,N,8,9
004262,01,1952,N,N,6,6
004265,01,1952,N,N,6,6
004266,01,1952,N,N,6,6
004267,01,1952,6,5,5,N
004270,01,1952,N,N,6,6
004273,01,1952,5,5,N,N
004274,01,1952,6,6,5,N
004275,01,1952,N,N,6,5
004276,01,1952,6,7,7,N
004277,01,1952,N,N,5,6
004278,01,1952,N,N,8,6
004279,01,1952,N,N,7,6
004280,01,1952,N,N,7,6
004281,01,1952,N,N,7,6
004282,01,1952,N,N,6,6
004285,01,1952,N,N,6,6
004289,01,1952,6,6,6,N
004290,01,1952,5,4,5,N
004291,01,1952,6,7,6,N
004292,01,1952,6,6,8,N
004295,01,1952,N,N,6,5
004296,01,1952,7,7,7,N
004297,01,1952,7,7,6,N
004298,01,1952,N,N,6,6
004300,01,1952,7,7,7,N
004301,01,1952,7,6,6,N
004302,01,1952,7,7,8,N
004303,01,1952,7,6,7,N
004304,01,1952,7,6,6,N
004305,01,1952,7,7,6,N
004309,01,1952,6,6,7,N
004310,01,1952,5,5,6,N
004312,01,1952,6,7,7,N
004313,01,1952,6,7,8,N
004316,01,1952,N,N,6,5
004317,01,1952,N,N,7,6
004318,01,1952,N,N,7,6
004319,01,1952,N,N,6,5
004320,01,1952,7,7,6,N
004321,01,1952,N,N,7,6
004323,01,1952,6,6,6,N
004325,01,1952,N,N,7,6
004331,01,1952,6,6,5,N
004332,01,1952,5,5,5,N
004333,01,1952,6,6,4,N
004334,01,1952,5,6,5,N
004335,01,1952,6,6,5,N
004337,01,1952,7,7,N,N
004338,01,1952,5,6,7,N
004340,01,1952,N,N,6,6
004341,01,1952,N,N,7,7
004343,01,1952,N,N,7,7
004344,01,1952,N,N,6,7
004345,01,1952,N,N,7,7
004346,01,1952,N,N,7,7
004347,01,1952,N,N,7,7
004348,01,1952,6,7,7,N
004349,01,1952,N,N,7,7
004352,01,1952,7,7,7,N
004354,01,1952,7,7,7,N
004355,01,1952,7,7,6,N
004356,01,1952,7,7,7,N
004357,01,1952,7,7,8,N
004358,01,1952,7,7,6,N
004359,01,1952,7,7,5,N
004360,01,1952,N,N,6,5
004365,01,1952,N,N,6,7
004366,01,1952,N,N,6,7
004367,01,1952,7,7,7,N
004368,01,1952,7,6,7,N
004369,01,1952,8,7,6,N
004370,01,1952,7,6,6,N
004371,01,1952,N,N,6,6
004374,01,1952,N,N,7,6
004379,01,1952,7,7,6,N
004381,01,1952,N,N,6,6
004382,01,1952,7,7,7,N
004383,01,1952,N,N,6,7
004384,01,1952,N,N,6,7
004385,01,1952,7,7,7,N
004386,01,1952,N,N,5,6
004388,01,1952,N,N,7,7
004389,01,1952,7,7,7,N
004390,01,1952,7,7,6,N
004391,01,1952,6,7,N,N
004393,01,1952,N,N,5,6
004394,01,1952,5,6,5,N
004395,01,1952,N,N,5,5
004396,01,1952,N,N,5,5
004397,01,1952,N,N,6,6
004398,01,1952,5,6,6,N
004400,01,1991,N,N,6,7
004401,01,1952,7,6,5,N
004402,01,1952,N,N,6,5
004403,01,1952,N,N,6,5
004405,01,1952,N,N,7,7
004406,01,1952,7,7,N,N
004408,01,1952,N,N,6,7
004409,01,1952,N,N,7,7
004410,01,1952,5,6,5,N
004411,01,1952,7,5,6,N
004412,01,1952,8,7,7,N
004416,01,1952,5,5,6,N
004417,01,1952,N,N,6,6
004418,01,1952,N,N,6,6
004419,01,1952,N,N,5,6
004420,01,1952,4,5,5,N
004421,01,1952,N,N,7,7
004423,01,1952,7,5,7,N
004427,01,1952,5,5,7,N
004428,01,1952,6,6,6,N
004429,01,1952,5,5,7,N
004430,01,1952,5,5,6,N
004431,01,1952,N,N,6,7
004437,01,1952,N,N,7,7
004439,01,1952,N,N,6,6
004440,01,1952,N,N,6,7
004441,01,1952,N,N,6,7
004442,01,1952,7,7,7,N
004443,01,1952,N,N,6,7
004445,01,1952,6,6,6,N
004447,01,1952,N,N,7,5
004448,01,1952,N,N,6,6
004449,01,1952,6,7,6,N
004451,01,1952,N,N,5,7
004452,01,1952,N,N,7,6
004453,01,1952,N,N,7,7
004454,01,1952,N,N,7,7
004455,01,1952,N,N,7,7
004456,01,1952,N,N,7,7
004457,01,1952,N,N,7,7
004458,01,1952,N,N,6,6
004459,01,1952,N,N,6,6
004460,01,1952,7,7,5,N
004461,01,1952,N,N,7,7
004462,01,1952,N,N,7,7
004465,01,1952,N,N,7,7
004466,01,1952,N,N,7,7
004469,01,1952,N,N,5,7
004470,01,1952,6,4,6,N
004471,01,1952,6,6,6,N
004473,01,1952,7,7,7,N
004474,01,1952,7,7,7,N
004475,01,1952,N,N,7,6
004476,01,1952,N,N,7,6
004477,01,1952,N,N,7,7
004479,01,1952,N,N,7,7
004481,01,1952,N,N,7,6
004482,01,1952,N,N,7,6
004485,01,1952,7,7,7,N
004488,01,1952,7,6,7,N
004492,01,1900,N,N,5,5
004493,01,1900,N,N,5,6
004494,01,1900,N,N,7,6
004495,01,1953,N,N,6,6
004496,01,1900,N,N,6,6
004497,01,1953,6,6,6,N
004501,01,1915,5,5,5,N
004502,01,1953,6,6,5,N
004504,01,1926,N,N,6,6
004505,01,1928,N,N,7,7
004508,01,1935,6,7,7,N
004513,01,1953,6,6,7,N
004514,01,1953,6,5,6,N
004515,01,1953,6,5,6,N
004516,01,1953,6,5,7,N
004521,01,1953,N,N,6,6
004522,01,1953,N,N,6,6
004523,01,1953,N,N,6,6
004524,01,1953,N,N,6,7
004525,01,1953,N,N,6,6
004526,01,1953,N,N,6,6
004527,01,1953,N,N,6,6
004529,01,1953,N,N,7,6
004530,01,1953,5,5,6,N
004535,01,1953,N,N,5,5
004536,01,1953,7,6,7,N
004537,01,1953,N,N,6,6
004538,01,1953,8,7,7,N
004539,01,1953,5,5,5,N
004540,01,1953,5,5,5,N
004541,01,1953,N,N,6,4
004542,01,1953,5,6,6,N
004543,01,1953,N,N,6,7
004544,01,1953,N,N,7,7
004545,01,1953,7,7,6,N
004546,01,1953,7,7,6,N
004547,01,1953,7,7,6,N
004548,01,1953,7,6,N,N
004549,01,1953,6,5,5,N
004550,01,1953,N,N,6,6
004551,01,1953,7,7,6,N
004552,01,1953,6,6,6,N
004554,01,1953,N,N,6,6
004555,01,1953,6,7,6,N
004557,01,1953,5,6,6,N
004558,01,1953,6,6,5,N
004559,01,1953,6,6,6,N
004561,01,1953,6,5,6,N
004562,01,1953,6,6,7,N
004565,01,1953,N,N,7,7
004566,01,1953,N,N,7,7
004567,01,1953,6,6,6,N
004569,01,1953,N,N,6,6
004570,01,1953,6,7,6,N
004571,01,1953,6,6,N,N
004572,01,1953,N,N,6,7
004573,01,1953,N,N,6,6
004574,01,1953,7,7,8,N
004575,01,1953,6,7,6,N
004576,01,1953,7,7,7,N
004577,01,1953,6,6,N,N
004578,01,1953,8,7,7,N
004579,01,1953,N,N,6,6
004580,01,1992,8,8,7,N
004581,01,1953,N,N,8,7
004582,01,1953,N,N,8,7
004583,01,1953,7,6,7,N
004584,01,1953,N,N,7,7
004585,01,1953,7,7,7,N
004586,01,1953,6,7,7,N
004587,01,1953,6,7,5,N
004589,01,1953,N,N,6,6
004590,01,1953,6,7,5,N
004593,01,1953,5,4,6,N
004595,01,1953,5,6,5,N
004596,01,1953,N,N,6,6
004597,01,1953,N,N,6,6
004598,01,1926,N,N,6,6
004603,01,1953,N,N,6,7
004604,01,1953,6,6,6,N
004605,01,1953,7,5,7,N
004607,01,1953,N,N,7,7
004608,01,1953,N,N,6,7
004609,01,1954,7,7,8,N
004610,01,1962,7,6,7,N
004611,01,1953,N,N,6,5
004614,01,1953,7,6,6,N
004615,01,1953,7,7,6,N
004616,01,1953,7,7,7,N
004617,01,1953,N,N,5,6
004618,01,1953,7,4,7,N
004619,01,1953,6,5,5,N
004620,01,1953,N,N,6,7
004621,01,1953,7,7,7,N
004622,01,1953,N,N,6,6
004623,01,1953,N,N,5,6
004625,01,1962,N,N,6,6
004626,01,1953,N,N,6,7
004627,01,1953,N,N,6,7
004628,01,1953,6,6,N,N
004629,01,1953,8,7,7,N
004630,01,1953,N,N,5,6
004631,01,1953,N,N,6,6
004633,01,1953,N,N,6,6
004634,01,1953,N,N,6,6
004635,01,1953,N,N,7,7
004636,01,1953,N,N,7,7
004638,01,1953,6,7,7,N
004639,01,1953,N,N,7,6
004640,01,1953,N,N,6,6
004641,01,1953,6,6,6,N
004642,01,1953,5,7,7,N
004645,01,1953,N,N,7,7
004646,01,1953,N,N,6,7
004648,01,1953,N,N,7,6
004649,01,1953,N,N,7,5
004650,01,1953,4,5,6,N
004654,01,1953,N,N,6,7
004655,01,1953,N,N,5,5
004656,01,1953,N,N,5,6
004657,01,1953,N,N,4,5
004658,01,1953,5,5,4,N
004659,01,1953,7,5,5,N
004660,01,1953,5,4,7,N
004661,01,1953,N,N,7,7
004663,01,1953,7,5,7,N
004664,01,1953,N,N,6,7
004665,01,1953,N,N,6,6
004666,01,1953,6,7,7,N
004667,01,1953,N,N,7,7
004668,01,1998,N,N,8,9
004669,01,1953,7,7,7,N
004670,01,1953,5,6,7,N
004671,01,1953,N,N,7,7
004672,01,1953,N,N,7,8
004676,01,1953,N,N,7,7
004677,01,1953,5,5,4,N
004678,01,1953,N,N,7,7
004680,01,1953,6,6,6,N
004681,01,1953,6,5,5,N
004682,01,1953,N,N,7,7
004683,01,1953,N,N,7,7
004684,01,1953,5,5,7,N
004685,01,1953,N,N,7,6
004687,01,1953,6,7,5,N
004688,01,1953,6,7,5,N
004689,01,1953,6,7,6,N
004690,01,1953,N,N,7,8
004691,01,1953,N,N,6,6
004693,01,1953,N,N,7,7
004694,01,1953,N,N,6,7
004695,01,1953,N,N,6,7
004696,01,1953,N,N,7,7
004699,01,1953,6,6,6,N
004701,01,1953,7,6,5,N
004707,01,1953,6,6,6,N
004708,01,1953,6,5,6,N
004709,01,1954,6,5,6,N
004710,01,1954,N,N,6,7
004711,01,1924,N,N,6,6
004713,01,1926,N,N,7,5
004714,01,1927,N,N,6,6
004715,01,1927,N,N,5,7
004716,01,1927,6,7,6,N
004717,01,1928,N,N,6,6
004718,01,1935,5,5,5,N
004720,01,1938,5,5,6,N
004728,01,1942,5,6,7,N
004729,01,1942,N,N,6,6
004730,01,1954,6,6,6,N
004731,01,1958,N,N,5,5
004735,01,1954,5,6,6,N
004738,01,1954,4,4,5,N
004742,01,1954,6,5,5,N
004743,01,1954,6,3,6,N
004744,01,1954,7,6,7,N
004746,01,1954,N,N,6,6
004747,01,1954,N,N,6,5
004748,01,1954,4,5,5,N
004749,01,1954,6,6,6,N
004750,01,1954,5,5,6,N
004752,01,1954,7,7,6,N
004754,01,1954,5,4,7,N
004755,01,1954,7,7,7,N
004756,01,1954,7,6,N,N
004758,01,1954,N,N,7,6
004759,01,1954,6,6,6,N
004760,01,1954,6,6,6,N
004761,01,1954,6,6,6,N
004763,01,1954,6,6,7,N
004764,01,1992,8,8,7,N
004765,01,1954,7,7,7,N
004766,01,1954,7,7,6,N
004767,01,1954,7,7,7,N
004769,01,1954,N,N,6,5
004770,01,1955,6,6,5,N
004771,01,1955,6,6,5,N
004772,01,1954,6,6,5,N
004773,01,1954,7,7,6,N
004774,01,1954,7,7,7,N
004775,01,1954,7,7,7,N
004776,01,1954,6,5,N,N
004779,01,1954,N,N,7,7
004780,01,1954,6,6,6,N
004781,01,1954,N,N,5,6
004783,01,1954,6,6,6,N
004784,01,1954,N,N,7,7
004785,01,1954,N,N,6,7
004786,01,1954,6,6,6,N
004787,01,1954,N,N,7,7
004790,01,1954,5,6,N,N
004791,01,1954,5,6,5,N
004792,01,1954,5,5,N,N
004793,01,1954,N,N,6,6
004794,01,1954,5,5,N,N
004795,01,1954,N,N,7,7
004796,01,1954,N,N,7,6
004801,01,1954,N,N,7,7
004802,01,1954,N,N,7,7
004803,01,1954,N,N,6,7
004804,01,1954,N,N,7,7
004805,01,1954,7,7,7,N
004806,01,1954,N,N,5,7
004807,01,1954,N,N,7,7
004808,01,1954,5,5,7,N
004809,01,1954,5,6,7,N
004810,01,1954,5,6,7,N
004811,01,1954,N,N,5,7
004814,01,1954,6,6,5,N
004815,01,1954,N,N,6,6
004816,01,1954,N,N,5,6
004817,01,1954,5,5,5,N
004818,01,1954,5,5,6,N
004819,01,1954,5,5,5,N
004820,01,1954,6,7,7,N
004822,01,1954,6,4,7,N
004823,01,1954,7,6,6,N
004824,01,1954,7,5,6,N
004825,01,1954,N,N,7,7
004826,01,1991,7,7,7,N
004827,01,1954,N,N,7,7
004828,01,1954,N,N,7,7
004831,01,1954,7,7,7,N
004832,01,1954,6,6,7,N
004833,01,1954,N,N,7,7
004834,01,1954,N,N,7,6
004836,01,1954,7,7,7,N
004838,01,1954,7,7,8,N
004839,01,1954,6,5,7,N
004840,01,1954,6,7,8,N
004841,01,1954,6,7,6,N
004842,01,1954,7,6,7,N
004843,01,1954,7,7,7,N
004846,01,1954,7,6,6,N
004848,01,1954,N,N,6,7
004849,01,1954,N,N,7,7
004850,01,1954,6,6,N,N
004851,01,1954,7,7,7,N
004852,01,1954,7,6,7,N
004853,01,1954,N,N,6,7
004854,01,1954,N,N,7,7
004856,01,1954,5,6,6,N
004859,01,1954,6,6,6,N
004860,01,1954,6,6,6,N
004863,01,1954,N,N,6,6
004865,01,1954,5,5,7,N
004868,01,1954,8,8,7,N
004869,01,1954,7,8,8,N
004870,01,1954,N,N,6,7
004871,01,1954,7,7,N,N
004872,01,1954,N,N,5,6
004873,01,1954,N,N,7,6
004874,01,1954,5,5,4,N
004875,01,1954,6,6,5,N
004876,01,1954,N,N,6,5
004878,01,1954,6,5,7,N
004880,01,1954,7,7,7,N
004882,01,1954,N,N,5,6
004883,01,1954,N,N,6,5
004886,01,1954,6,4,4,N
004887,01,1954,N,N,7,7
004888,01,1954,N,N,5,7
004889,01,1954,7,6,6,N
004890,01,1954,N,N,6,7
004892,01,1954,N,N,6,6
004893,01,1954,N,N,5,5
004894,01,1954,5,5,6,N
004895,01,1954,6,6,6,N
004897,01,1954,N,N,7,6
004898,01,1954,6,6,7,N
004901,01,1954,6,7,5,N
004902,01,1954,6,7,6,N
004903,01,1954,N,N,7,7
004904,01,1954,N,N,6,7
004905,01,1954,N,N,7,7
004906,01,1954,N,N,7,7
004907,01,1954,N,N,7,7
004908,01,1954,N,N,8,6
004909,01,1954,N,N,6,7
004911,01,1954,6,5,N,N
004913,01,1954,N,N,7,6
004914,01,1954,N,N,7,7
004915,01,1954,N,N,5,6
004916,01,1954,N,N,5,6
004917,01,1954,N,N,5,5
004918,01,1954,5,6,5,N
004919,01,1954,5,6,5,N
004920,01,1954,N,N,6,6
004921,01,1954,5,6,6,N
004926,01,1954,N,N,6,7
004928,01,1954,N,N,6,7
004930,01,1954,N,N,7,6
004931,01,1954,7,8,6,N
004932,01,1954,7,7,6,N
004934,01,1954,N,N,6,7
004935,01,1954,N,N,5,6
004936,01,1954,N,N,6,7
004937,01,1954,7,6,6,N
004938,01,1954,N,N,6,6
004939,01,1954,N,N,6,7
004940,01,1954,7,7,6,N
004941,01,1954,7,7,7,N
004943,01,1954,5,5,5,N
004944,01,1954,5,5,5,N
004947,01,1954,6,6,6,N
004948,01,1954,3,4,5,N
004950,01,1954,6,6,6,N
004951,01,1954,7,6,7,N
004952,01,1954,7,7,6,N
004953,01,1954,N,N,5,7
004954,01,1954,6,6,6,N
004958,01,1954,N,N,7,6
004959,01,1954,N,N,6,7
004960,01,1954,N,N,6,7
004961,01,1954,N,N,6,6
004963,01,1954,7,7,6,N
004965,01,1954,6,6,6,N
004966,01,1954,6,6,6,N
004967,01,1954,6,7,6,N
004968,01,1954,N,N,6,7
004969,01,1954,6,7,6,N
004970,01,1954,5,6,5,N
004971,01,1954,N,N,8,6
004972,01,1954,7,8,8,N
004973,01,1954,6,5,5,N
004974,01,1954,7,7,7,N
004975,01,1954,5,6,5,N
004976,01,1954,5,6,6,N
004977,01,1954,N,N,6,7
004978,01,1954,N,N,6,6
004979,01,1954,5,5,N,N
004980,01,1954,5,5,7,N
004981,01,1954,6,5,N,N
004982,01,1954,6,5,N,N
004983,01,1954,N,N,6,7
004984,01,1954,N,N,7,7
004985,01,1954,N,N,5,6
004991,01,1919,5,6,7,N
004992,01,1925,N,N,6,6
004993,01,1926,N,N,5,5
004994,01,1926,5,5,4,N
004995,01,1928,7,7,6,N
004996,01,1928,5,5,N,N
004997,01,1928,7,7,7,N
004998,01,1929,5,6,6,N
004999,01,1929,5,5,6,N
005000,01,1929,6,6,5,N
005001,01,1934,6,6,N,N
005002,01,1935,5,6,6,N
005003,01,1936,7,8,8,N
005004,01,1948,4,4,6,N
005005,01,1955,5,5,6,N
005006,01,1955,5,4,7,N
005007,01,1955,N,N,7,7
005008,01,1955,N,N,7,7
005009,01,1955,N,N,8,7
005010,01,1955,N,N,7,7
005013,01,1955,6,5,7,N
005017,01,1993,7,7,6,N
005020,01,1955,7,7,7,N
005021,01,1955,N,N,7,7
005022,01,1955,5,3,8,N
005023,01,1955,6,6,4,N
005024,01,1955,4,4,0,N
005027,01,1955,N,N,6,6
005028,01,1955,6,5,5,N
005029,01,1955,6,4,5,N
005030,01,1955,5,5,4,N
005031,01,1955,N,N,6,7
005032,01,1955,N,N,6,6
005033,01,1955,N,N,7,7
005035,01,1955,6,6,6,N
005036,01,1955,5,6,6,N
005037,01,1955,N,N,5,5
005041,01,1955,N,N,6,6
005043,01,1955,N,N,6,6
005045,01,1955,N,N,6,6
005046,01,1955,N,N,6,6
005047,01,1955,N,N,7,6
005048,01,1955,5,5,6,N
005049,01,1955,6,6,7,N
005050,01,1955,6,6,6,N
005051,01,1955,5,6,7,N
005054,01,1993,N,N,8,9
005057,01,1955,7,7,7,N
005061,01,1955,5,5,6,N
005062,01,1955,4,5,7,N
005063,01,1955,2,2,5,N
005064,01,1955,N,N,6,6
005065,01,1955,6,6,6,N
005066,01,1955,5,5,7,N
005068,01,1955,6,7,8,N
005071,01,1955,N,N,4,4
005072,01,1955,7,7,6,N
005073,01,1955,6,5,6,N
005074,01,1955,N,N,5,5
005079,01,1955,N,N,5,7
005080,01,1955,N,N,6,5
005081,01,1955,5,5,7,N
005082,01,1955,5,5,7,N
005084,01,1955,7,7,7,N
005085,01,1955,N,N,6,6
005086,01,1955,5,6,6,N
005087,01,1955,5,6,5,N
005088,01,1955,4,5,6,N
005089,01,1955,5,5,7,N
005090,01,1955,6,6,6,N
005091,01,1955,7,7,6,N
005092,01,1955,6,6,6,N
005093,01,1955,5,5,N,N
005094,01,1955,N,N,7,7
005095,01,1955,5,5,N,N
005096,01,1955,6,6,7,N
005097,01,1955,6,5,7,N
005098,01,1955,6,7,6,N
005099,01,1955,N,N,6,5
005100,01,1955,4,5,6,N
005101,01,1955,N,N,6,6
005102,01,1955,6,5,5,N
005103,01,1955,8,8,6,N
005106,01,1955,6,6,6,N
005107,01,1955,7,7,5,N
005108,01,1955,6,5,6,N
005109,01,1955,N,N,5,5
005110,01,1955,5,5,5,N
005112,01,1955,N,N,6,7
005113,01,1955,N,N,7,8
005114,01,1955,N,N,7,7
005115,01,1955,N,N,5,5
005116,01,1955,N,N,6,7
005118,01,1955,7,6,6,N
005120,01,1955,N,N,6,5
005121,01,1955,7,7,7,N
005125,01,1955,N,N,5,5
005126,01,1955,5,6,N,N
005127,01,1955,5,6,N,N
005128,01,1955,N,N,6,5
005129,01,1955,N,N,5,5
005130,01,1955,N,N,7,5
005131,01,1955,N,N,4,5
005132,01,1955,N,N,5,5
005133,01,1955,N,N,5,6
005135,01,1955,N,N,6,5
005136,01,1955,6,6,5,N
005137,01,1955,6,7,6,N
005138,01,1955,N,N,6,5
005139,01,1955,N,N,6,6
005140,01,1955,4,5,N,N
005142,01,1955,6,6,5,N
005143,01,1955,N,N,5,6
005144,01,1955,N,N,5,6
005145,01,1955,6,7,6,N
005146,01,1955,5,6,6,N
005147,01,1955,6,6,6,N
005148,01,1955,6,6,5,N
005149,01,1955,6,6,5,N
005150,01,1955,N,N,8,8
005151,01,1955,N,N,7,7
005152,01,1955,6,5,N,N
005153,01,1955,N,N,6,7
005154,01,1955,N,N,6,7
005155,01,1955,N,N,7,7
005156,01,1955,6,5,5,N
005157,01,1955,6,7,7,N
005158,01,1955,N,N,6,6
005161,01,1955,N,N,6,6
005162,01,1955,6,7,6,N
005163,01,1955,7,7,7,N
005164,01,1955,8,7,5,N
005165,01,1955,7,7,7,N
005166,01,1955,N,N,6,6
005167,01,1961,5,6,8,N
005168,01,1955,7,6,7,N
005169,01,1955,N,N,6,6
005170,01,1955,N,N,6,6
005171,01,1955,N,N,7,7
005172,01,1955,N,N,6,7
005173,01,1955,N,N,6,5
005174,01,1955,7,6,6,N
005175,01,1955,4,5,6,N
005176,01,1955,6,6,6,N
005180,01,1955,N,N,5,5
005181,01,1992,7,7,6,N
005183,01,1955,N,N,6,6
005185,01,1991,7,7,7,N
005186,01,1991,7,7,7,N
005187,01,1955,N,N,6,7
005189,01,1955,7,7,6,N
005190,01,1955,5,5,7,N
005193,01,1955,N,N,6,6
005194,01,1955,N,N,7,7
005196,01,1955,N,N,7,6
005197,01,1955,4,4,6,N
005198,01,1955,N,N,5,5
005199,01,1955,6,6,5,N
005200,01,1955,6,7,6,N
005201,01,1955,5,6,7,N
005202,01,1955,5,5,6,N
005203,01,1955,7,5,7,N
005204,01,1955,7,7,7,N
005205,01,1955,5,5,6,N
005206,01,1955,5,5,5,N
005216,01,1955,5,5,7,N
005218,01,1955,N,N,3,6
005219,01,1955,5,7,6,N
005220,01,1955,5,6,6,N
005221,01,1955,N,N,7,7
005222,01,1955,6,4,7,N
005224,01,1955,8,8,7,N
005226,01,1955,6,6,7,N
005227,01,1955,7,7,7,N
005228,01,1955,7,7,7,N
005229,01,1955,7,7,7,N
005230,01,1955,N,N,7,7
005231,01,1955,N,N,7,7
005232,01,1955,6,7,7,N
005233,01,1955,N,N,6,6
005234,01,1955,5,5,5,N
005235,01,1955,N,N,8,6
005236,01,1955,N,N,7,6
005237,01,1955,7,7,6,N
005238,01,1955,7,7,7,N
005239,01,1955,7,7,6,N
005241,01,1955,N,N,7,7
005242,01,1955,N,N,8,7
005243,01,1955,N,N,8,8
005244,01,1955,N,N,8,8
005245,01,1955,N,N,8,8
005246,01,1955,N,N,7,7
005247,01,1955,7,7,6,N
005248,01,1955,6,6,6,N
005250,01,1957,N,N,7,7
005251,01,1955,5,7,6,N
005254,01,1955,N,N,7,7
005255,01,1955,N,N,6,6
005256,01,1955,N,N,5,6
005257,01,1955,N,N,7,7
005259,01,1955,7,6,7,N
005260,01,1955,7,7,6,N
005262,01,1955,6,6,6,N
005263,01,1955,N,N,6,7
005264,01,1955,N,N,6,7
005267,01,1955,6,6,6,N
005268,01,1955,6,5,5,N
005269,01,1955,5,5,7,N
005270,01,1955,6,6,6,N
005271,01,1955,6,6,7,N
005272,01,1989,7,6,6,N
005273,01,1955,N,N,5,6
005274,01,1955,N,N,6,5
005277,01,1955,N,N,5,6
005280,01,1955,N,N,6,6
005281,01,1955,6,7,7,N
005282,01,1955,7,7,6,N
005283,01,1955,N,N,8,7
005284,01,1955,N,N,7,7
005285,01,1955,6,5,7,N
005286,01,1955,5,7,7,N
005289,01,1955,N,N,6,6
005290,01,1994,8,8,7,N
005292,01,1955,N,N,6,5
005293,01,1955,N,N,7,7
005295,01,1955,N,N,6,6
005296,01,1955,7,7,7,N
005297,01,1955,N,N,6,6
005300,01,1955,7,6,7,N
005302,01,1955,6,7,5,N
005305,01,1955,7,7,7,N
005310,01,1955,N,N,5,6
005311,01,1955,6,6,7,N
005312,01,1955,N,N,7,7
005314,01,1955,N,N,6,6
005315,01,1955,6,6,5,N
005317,01,1955,6,6,6,N
005318,01,1955,6,6,7,N
005320,01,1955,N,N,7,6
005321,01,1955,6,6,4,N
005324,01,1955,6,7,6,N
005325,01,1955,7,7,6,N
005328,01,1955,N,N,7,7
005329,01,1955,N,N,7,7
005330,01,1955,N,N,7,7
005331,01,1955,N,N,7,7
005332,01,1955,5,5,6,N
005333,01,1955,5,5,7,N
005334,01,1955,7,7,7,N
005335,01,1955,7,7,7,N
005336,01,1955,7,8,7,N
005337,01,1955,7,7,7,N
005339,01,1955,N,N,7,7
005341,01,1955,N,N,7,6
005342,01,1955,5,5,4,N
005344,01,1955,N,N,7,6
005345,01,1955,N,N,7,7
005346,01,1955,N,N,7,7
005347,01,1955,7,6,6,N
005349,01,1955,5,6,6,N
005350,01,1955,6,3,7,N
005351,01,1955,7,7,7,N
005352,01,1955,7,8,8,N
005353,01,1955,7,7,8,N
005355,01,1955,6,6,5,N
005356,01,1955,N,N,7,6
005361,01,1955,6,6,6,N
005362,01,1955,6,5,6,N
005364,01,1955,7,6,7,N
005365,01,1955,6,7,7,N
005369,01,1955,5,5,5,N
005371,01,1955,6,6,5,N
005372,01,1955,6,6,6,N
005373,01,1955,N,N,6,6
005374,01,1955,N,N,6,7
005375,01,1955,6,6,6,N
005376,01,1956,N,N,6,7
005377,01,1956,5,6,6,N
005378,01,1956,6,5,6,N
005379,01,1956,5,6,6,N
005380,01,1900,N,N,6,7
005381,01,1919,N,N,6,5
005382,01,1919,N,N,8,5
005383,01,1924,N,N,6,7
005384,01,1925,N,N,6,6
005385,01,1926,6,7,6,N
005386,01,1927,6,5,5,N
005387,01,1927,6,6,6,N
005388,01,1927,N,N,5,6
005391,01,1928,N,N,7,6
005392,01,1956,4,5,6,N
005394,01,1942,7,7,6,N
005395,01,1942,7,7,7,N
