ID,fips_code,year,deck_cond,superstructure_cond,channel_cond,culvert_cond
010102,01,1969,4,4,5,N
010103,01,1969,7,7,8,N
010104,01,1969,7,7,6,N
010105,01,1969,7,7,7,N
010106,01,1969,7,6,N,N
010107,01,1969,7,6,7,N
010108,01,1969,N,N,6,7
010109,01,1969,N,N,5,6
010110,01,1969,7,7,N,N
010111,01,1969,N,N,7,6
010112,01,1969,N,N,6,6
010113,01,1967,6,6,N,N
010114,01,1969,7,6,N,N
010115,01,1969,7,7,N,N
010116,01,1969,8,7,8,N
010117,01,1969,6,7,5,N
010121,01,1969,8,8,N,N
010122,01,1900,N,N,6,6
010123,01,1919,N,N,5,6
010124,01,1919,5,5,6,N
010125,01,1924,5,4,6,N
010126,01,1928,N,N,4,5
010127,01,1928,N,N,4,5
010132,01,1929,5,4,4,N
010133,01,1930,5,6,8,N
010134,01,1930,5,6,5,N
010136,01,1934,6,5,6,N
010140,01,1937,7,6,6,N
010143,01,1939,5,6,7,N
010144,01,1940,6,6,7,N
010147,01,1942,N,N,7,7
010149,01,1992,7,7,6,N
010150,01,1948,7,7,6,N
010151,01,1948,6,6,5,N
010153,01,1956,N,N,5,6
010154,01,1956,N,N,6,6
010155,01,1956,N,N,7,7
010156,01,1959,7,6,6,N
010159,01,1960,6,6,7,N
010160,01,1964,N,N,7,7
010161,01,1970,7,7,N,N
010162,01,1970,7,7,N,N
010163,01,1970,N,N,7,7
010164,01,1970,6,6,N,N
010165,01,1970,5,7,N,N
010166,01,1970,6,7,N,N
010167,01,1970,7,7,N,N
010168,01,1970,5,7,N,N
010169,01,1970,5,5,N,N
010170,01,1970,6,5,6,N
010171,01,1970,5,4,6,N
010172,01,1970,6,5,7,N
010173,01,1970,6,5,7,N
010174,01,1970,7,6,N,N
010175,01,1970,6,7,N,N
010176,01,1970,6,7,N,N
010177,01,1970,5,5,6,N
010178,01,1970,5,5,5,N
010179,01,1970,5,6,N,N
010180,01,1970,6,6,N,N
010181,01,1970,6,6,N,N
010182,01,1970,7,7,N,N
010183,01,1970,7,7,N,N
010184,01,1970,7,7,N,N
010185,01,1970,6,6,N,N
010186,01,1970,6,6,N,N
010187,01,1970,6,6,N,N
010188,01,1970,6,6,N,N
010189,01,1970,7,7,N,N
010190,01,1970,7,7,N,N
010191,01,1970,6,6,N,N
010192,01,1970,6,6,N,N
010193,01,1970,N,N,7,7
010194,01,1970,N,N,7,7
010195,01,1970,5,7,N,N
010196,01,1970,5,7,N,N
010197,01,1970,6,6,N,N
010198,01,1970,6,7,N,N
010199,01,1970,7,7,N,N
010200,01,1970,6,7,N,N
010201,01,1970,6,7,N,N
010202,01,1970,5,7,7,N
010203,01,1970,6,7,7,N
010204,01,1970,6,6,N,N
010205,01,1970,7,7,N,N
010210,01,1970,8,7,7,N
010211,01,1970,N,N,6,6
010212,01,1970,N,N,7,7
010214,01,1970,6,6,5,N
010216,01,1970,6,6,6,N
010217,01,1970,6,7,7,N
010218,01,1970,N,N,5,7
010219,01,1957,7,5,7,N
010220,01,1970,N,N,6,7
010222,01,1970,7,7,7,N
010223,01,1970,5,5,7,N
010224,01,1970,N,N,6,7
010226,01,1970,7,7,6,N
010227,01,1970,7,7,5,N
010228,01,1970,6,7,6,N
010229,01,1970,7,7,7,N
010231,01,1970,6,6,5,N
010232,01,1970,7,6,5,N
010236,01,1970,N,N,6,6
010237,01,1970,6,6,6,N
010239,01,1970,7,7,6,N
010240,01,1970,8,7,5,N
010241,01,1970,7,7,7,N
010242,01,1970,N,N,6,6
010244,01,1970,5,5,6,N
010246,01,1970,5,7,7,N
010247,01,1970,4,5,6,N
010249,01,1970,7,6,7,N
010250,01,1970,6,5,5,N
010251,01,1970,6,5,7,N
010252,01,1970,6,6,6,N
010253,01,1970,7,6,6,N
010254,01,1970,N,N,6,6
010255,01,1970,N,N,7,6
010256,01,1970,6,6,5,N
010257,01,1970,6,6,6,N
010258,01,1970,N,N,7,7
010259,01,1970,N,N,7,7
010260,01,1970,N,N,5,5
010261,01,1970,6,6,6,N
010262,01,1970,5,6,6,N
010263,01,1970,7,7,N,N
010264,01,1970,7,7,N,N
010266,01,1970,N,N,6,6
010267,01,1970,7,5,6,N
010268,01,1970,N,N,6,6
010269,01,1970,6,6,6,N
010271,01,1970,7,8,7,N
010272,01,1970,N,N,7,7
010273,01,1970,7,7,7,N
010274,01,1970,7,7,8,N
010275,01,1970,6,6,5,N
010276,01,1970,N,N,6,6
010277,01,1970,N,N,6,7
010278,01,1970,7,7,N,N
010281,01,1970,N,N,7,7
010282,01,1970,N,N,6,6
010283,01,1970,7,6,6,N
010284,01,1970,7,7,5,N
010285,01,1970,N,N,4,4
010286,01,1970,N,N,4,4
010287,01,1970,N,N,6,6
010288,01,1970,7,7,N,N
010289,01,1970,5,5,6,N
010290,01,1970,5,5,7,N
010291,01,1970,6,6,6,N
010292,01,1970,6,7,7,N
010293,01,1970,N,N,5,5
010294,01,1970,7,7,7,N
010295,01,1970,N,N,7,8
010296,01,1970,N,N,7,7
010297,01,1970,N,N,7,7
010298,01,1970,N,N,7,8
010299,01,1970,N,N,7,7
010300,01,1970,N,N,7,7
010301,01,1970,6,6,6,N
010302,01,1970,N,N,6,7
010303,01,1970,7,6,N,N
010304,01,1970,5,5,6,N
010306,01,1970,7,8,N,N
010307,01,1970,6,7,7,N
010308,01,1970,N,N,6,7
010309,01,1970,N,N,5,6
010310,01,1970,6,7,6,N
010311,01,1970,N,N,6,7
010312,01,1970,6,7,5,N
010313,01,1970,6,7,5,N
010314,01,1968,7,7,6,N
010316,01,1970,5,7,7,N
010317,01,1970,5,7,6,N
010318,01,1970,N,N,6,6
010319,01,1970,7,7,7,N
010321,01,1970,N,N,5,6
010322,01,1970,N,N,6,6
010323,01,1970,6,6,6,N
010324,01,1970,5,6,5,N
010325,01,1970,N,N,5,7
010326,01,1970,7,6,6,N
010327,01,1970,7,6,7,N
010328,01,1970,6,6,6,N
010329,01,1970,8,8,7,N
010330,01,1970,N,N,5,7
010331,01,1970,N,N,7,7
010332,01,1970,6,6,7,N
010333,01,1970,6,6,6,N
010334,01,1970,6,5,6,N
010335,01,1970,6,5,7,N
010336,01,1970,N,N,7,7
010337,01,1970,N,N,6,7
010338,01,1970,N,N,6,6
010339,01,1970,7,7,7,N
010340,01,1970,6,6,7,N
010341,01,1970,6,6,7,N
010342,01,1970,7,6,7,N
010343,01,1970,7,6,7,N
010344,01,1970,7,7,7,N
010345,01,1970,N,N,6,6
010346,01,1970,N,N,6,6
010347,01,1970,N,N,7,6
010348,01,1970,N,N,7,7
010349,01,1970,5,7,N,N
010351,01,1970,7,6,6,N
010352,01,1970,N,N,7,7
010353,01,1970,7,7,7,N
010354,01,1970,6,6,8,N
010355,01,1970,6,6,7,N
010356,01,1970,6,7,5,N
010357,01,1970,7,5,N,N
010359,01,1970,7,7,6,N
010360,01,1970,7,5,7,N
010361,01,1970,N,N,6,6
010362,01,1970,N,N,6,6
010363,01,1970,7,6,7,N
010364,01,1970,N,N,6,7
010366,01,1970,7,7,6,N
010367,01,1970,N,N,6,6
010368,01,1970,7,7,5,N
010369,01,1970,6,6,6,N
010370,01,1970,N,N,7,7
010371,01,1970,N,N,7,7
010372,01,1970,6,6,6,N
010373,01,1970,6,7,6,N
010375,01,1970,6,6,7,N
010376,01,1970,6,6,7,N
010377,01,1970,5,5,6,N
010378,01,1970,7,7,5,N
010379,01,1970,N,N,7,6
010380,01,1970,N,N,6,6
010381,01,1970,6,6,8,N
010382,01,1970,6,6,6,N
010383,01,1970,6,6,6,N
010384,01,1970,N,N,6,6
010385,01,1970,6,7,5,N
010386,01,1970,N,N,6,5
010387,01,1970,N,N,6,7
010388,01,1970,7,7,7,N
010390,01,1970,N,N,8,6
010392,01,1970,N,N,7,5
010394,01,1970,N,N,6,6
010395,01,1970,6,7,6,N
010396,01,1970,N,N,8,7
010397,01,1970,6,5,7,N
010398,01,1970,7,7,6,N
010400,01,1970,N,N,7,7
010401,01,1970,N,N,6,6
010402,01,1970,6,6,7,N
010403,01,1970,N,N,7,7
010404,01,1970,N,N,7,7
010407,01,1970,6,5,6,N
010409,01,1970,7,7,N,N
010410,01,1970,N,N,6,7
010411,01,1970,6,6,7,N
010412,01,1970,6,6,6,N
010413,01,1970,7,6,6,N
010414,01,1970,6,7,7,N
010415,01,1970,7,7,6,N
010416,01,1970,7,7,6,N
010417,01,1997,6,9,4,N
010418,01,1970,7,5,N,N
010419,01,1970,6,7,N,N
010420,01,1970,7,6,6,N
010421,01,1970,N,N,6,7
010422,01,1970,7,7,7,N
010423,01,1970,5,5,4,N
010424,01,1970,N,N,7,7
010425,01,1970,N,N,6,7
010426,01,1970,N,N,7,7
010427,01,1970,6,6,N,N
010428,01,1970,7,7,N,N
010429,01,1970,N,N,7,7
010431,01,1970,N,N,6,7
010433,01,1970,7,6,7,N
010436,01,1970,4,5,5,N
010438,01,1970,7,5,4,N
010439,01,1970,N,N,8,8
010440,01,1970,6,6,7,N
010441,01,1995,8,8,5,N
010442,01,1994,7,7,7,N
010443,01,1926,N,N,7,7
010444,01,1929,8,7,6,N
010445,01,1930,5,6,7,N
010446,01,1930,5,6,7,N
010447,01,1930,5,4,6,N
010448,01,1933,7,7,5,N
010450,01,1936,6,5,6,N
010451,01,1938,6,6,5,N
010452,01,1941,6,6,7,N
010453,01,1941,6,6,0,N
010455,01,1948,6,6,5,N
010456,01,1950,6,6,6,N
010458,01,1953,6,6,5,N
010460,01,1971,7,7,6,N
010461,01,1971,6,7,5,N
010462,01,1971,7,6,N,N
010463,01,1971,N,N,6,5
010464,01,1971,N,N,6,5
010465,01,1971,N,N,6,5
010466,01,1971,N,N,6,5
010467,01,1971,7,7,8,N
010468,01,1971,7,7,8,N
010469,01,1971,7,7,8,N
010470,01,1971,7,7,8,N
010471,01,1971,7,7,8,N
010472,01,1971,7,7,8,N
010473,01,1971,7,7,8,N
010474,01,1971,6,5,8,N
010475,01,1971,7,7,8,N
010476,01,1971,7,7,8,N
010477,01,1971,6,7,8,N
010478,01,1971,6,7,8,N
010479,01,1971,6,7,8,N
010480,01,1971,6,7,8,N
010481,01,1971,7,7,N,N
010482,01,1971,6,7,8,N
010483,01,1971,7,7,8,N
010484,01,1971,7,7,7,N
010485,01,1971,7,7,7,N
010486,01,1971,5,7,8,N
010487,01,1971,5,7,8,N
010488,01,1971,5,7,8,N
010489,01,1971,5,7,8,N
010490,01,1971,7,7,N,N
010491,01,1971,5,6,N,N
010492,01,1971,6,6,N,N
010493,01,1971,6,4,N,N
010494,01,1971,6,5,N,N
010495,01,1971,7,7,N,N
010496,01,1971,6,5,N,N
010497,01,1971,5,5,6,N
010498,01,1971,6,5,6,N
010499,01,1971,6,6,N,N
010500,01,1971,5,6,N,N
010501,01,1971,6,7,7,N
010502,01,1971,6,7,6,N
010503,01,1971,6,7,N,N
010504,01,1971,6,7,N,N
010505,01,1971,5,6,N,N
010506,01,1971,6,5,N,N
010508,01,1971,5,4,7,N
010511,01,1971,5,5,7,N
010517,01,1971,N,N,7,7
010518,01,1971,7,7,4,N
010519,01,1971,6,5,5,N
010521,01,1971,5,5,6,N
010523,01,1971,5,6,5,N
010524,01,1971,5,6,5,N
010526,01,1971,N,N,6,7
010527,01,1971,N,N,7,7
010528,01,1971,5,5,4,N
010529,01,1971,6,7,7,N
010530,01,1971,6,7,7,N
010531,01,1971,7,7,N,N
010532,01,1971,7,7,N,N
010533,01,1971,6,5,5,N
010534,01,1971,8,8,7,N
010535,01,1971,N,N,7,6
010538,01,1971,7,8,7,N
010539,01,1971,7,8,7,N
010540,01,1971,6,6,N,N
010541,01,1971,6,6,N,N
010542,01,1971,N,N,7,7
010543,01,1971,6,5,6,N
010544,01,1971,6,6,7,N
010545,01,1971,5,7,N,N
010546,01,1971,6,7,N,N
010547,01,1971,N,N,6,6
010548,01,1971,N,N,7,7
010549,01,1971,N,N,7,6
010550,01,1971,7,7,7,N
010551,01,1971,6,6,7,N
010552,01,1971,6,6,3,N
010553,01,1971,6,7,6,N
010555,01,1971,N,N,7,7
010556,01,1971,N,N,5,5
010557,01,1971,N,N,6,6
010558,01,1971,N,N,6,6
010559,01,1971,6,7,7,N
010560,01,1971,N,N,6,7
010561,01,1971,6,6,6,N
010562,01,1971,7,6,7,N
010563,01,1971,6,6,6,N
010564,01,1971,N,N,6,6
010565,01,1971,N,N,7,6
010567,01,1971,N,N,7,7
010568,01,1971,N,N,7,7
010569,01,1971,N,N,7,7
010570,01,1971,8,8,6,N
010572,01,1971,7,7,N,N
010573,01,1971,6,7,N,N
010574,01,1971,N,N,6,7
010575,01,1971,N,N,7,7
010576,01,1971,7,7,7,N
010578,01,1971,5,7,7,N
010579,01,1971,7,6,7,N
010580,01,1971,6,6,7,N
010581,01,1971,6,6,6,N
010582,01,1971,7,7,N,N
010583,01,1971,7,7,7,N
010584,01,1971,7,6,6,N
010587,01,1971,6,7,6,N
010588,01,1971,N,N,6,7
010589,01,1971,7,6,7,N
010590,01,1971,6,6,7,N
010591,01,1971,7,8,7,N
010592,01,1971,N,N,6,6
010593,01,1971,7,7,7,N
010594,01,1971,7,7,7,N
010595,01,1971,5,5,4,N
010596,01,1971,7,7,7,N
010597,01,1971,N,N,7,7
010598,01,1971,7,7,7,N
010599,01,1971,7,7,7,N
010600,01,1971,6,5,6,N
010601,01,1971,7,7,6,N
010602,01,1971,6,6,6,N
010603,01,1971,6,6,6,N
010604,01,1971,6,6,5,N
010605,01,1971,7,7,7,N
010606,01,1971,7,7,7,N
010608,01,1971,5,6,6,N
010609,01,1971,6,6,5,N
010610,01,1971,6,6,5,N
010613,01,1971,6,7,7,N
010614,01,1971,6,7,5,N
010615,01,1971,6,7,6,N
010617,01,1971,7,6,6,N
010618,01,1971,6,6,5,N
010619,01,1971,6,7,5,N
010620,01,1971,N,N,7,6
010621,01,1971,N,N,6,6
010622,01,1971,6,6,6,N
010623,01,1971,6,6,6,N
010624,01,1971,6,7,5,N
010625,01,1971,6,7,6,N
010626,01,1971,7,7,7,N
010627,01,1971,N,N,7,7
010628,01,1971,7,7,6,N
010629,01,1971,N,N,7,7
010630,01,1971,5,5,6,N
010631,01,1971,5,5,6,N
010632,01,1971,6,5,6,N
010633,01,1971,7,7,6,N
010634,01,1971,N,N,5,5
010636,01,1971,6,6,6,N
010637,01,1912,6,5,5,N
010639,01,1927,N,N,6,7
010641,01,1930,5,5,6,N
010648,01,1972,6,6,5,N
010649,01,1950,6,7,7,N
010650,01,1950,6,7,5,N
010659,01,1961,8,6,6,N
010660,01,1961,6,5,6,N
010661,01,1972,7,7,6,N
010662,01,1972,7,7,6,N
010663,01,1972,5,5,N,N
010664,01,1972,6,5,N,N
010665,01,1972,6,5,N,N
010666,01,1972,6,5,N,N
010667,01,1972,7,5,N,N
010668,01,1972,7,7,N,N
010669,01,1972,7,8,N,N
010670,01,1972,5,5,N,N
010671,01,1972,5,5,N,N
010672,01,1972,7,8,N,N
010673,01,1972,7,8,N,N
010674,01,1972,N,N,6,6
010675,01,1972,N,N,5,5
010676,01,1972,6,6,N,N
010677,01,1972,6,5,7,N
010678,01,1972,6,5,7,N
010679,01,1972,6,6,7,N
010680,01,1972,6,6,7,N
010681,01,1972,6,7,N,N
010682,01,1972,6,7,N,N
010683,01,1972,6,7,N,N
010684,01,1972,5,6,N,N
010685,01,1972,N,N,5,6
010686,01,1972,6,6,N,N
010687,01,1972,7,7,N,N
010688,01,1972,6,6,N,N
010689,01,1972,6,6,N,N
010690,01,1972,7,4,N,N
010691,01,1972,6,6,7,N
010692,01,1972,6,6,7,N
010694,01,1972,7,5,7,N
010695,01,1972,6,5,7,N
010696,01,1972,6,6,7,N
010697,01,1972,6,6,7,N
010698,01,1972,6,5,7,N
010699,01,1972,6,6,7,N
010700,01,1972,6,6,7,N
010701,01,1972,6,6,7,N
010702,01,1972,7,6,7,N
010703,01,1972,7,6,7,N
010704,01,1972,7,6,7,N
010705,01,1972,7,6,7,N
010706,01,1972,7,5,7,N
010707,01,1972,6,5,7,N
010708,01,1972,7,7,7,N
010709,01,1972,6,6,6,N
010713,01,1972,6,5,6,N
010714,01,1972,4,5,8,N
010715,01,1972,N,N,8,8
010716,01,1972,9,9,9,N
010717,01,1972,6,6,7,N
010718,01,1972,7,6,6,N
010719,01,1972,5,5,7,N
010720,01,1972,N,N,6,6
010721,01,1972,7,7,6,N
010722,01,1972,N,N,6,6
010723,01,1972,N,N,7,7
010724,01,1972,6,6,6,N
010725,01,1972,N,N,6,5
010727,01,1972,4,4,6,N
010730,01,1972,7,7,9,N
010733,01,1972,5,5,5,N
010734,01,1972,6,5,7,N
010735,01,1972,7,8,7,N
010736,01,1972,7,5,N,N
010737,01,1972,7,5,N,N
010738,01,1994,8,8,7,N
010739,01,1972,7,6,7,N
010740,01,1972,N,N,6,7
010741,01,1972,N,N,7,7
010742,01,1972,7,7,8,N
010743,01,1972,6,7,6,N
010744,01,1972,7,7,7,N
010745,01,1972,7,7,6,N
010746,01,1972,7,7,6,N
010747,01,1972,7,7,7,N
010748,01,1972,N,N,6,6
010749,01,1972,N,N,5,5
010750,01,1972,N,N,6,6
010751,01,1972,6,6,5,N
010752,01,1972,5,4,6,N
010753,01,1972,7,7,7,N
010754,01,1972,N,N,6,7
010755,01,1972,7,7,7,N
010756,01,1972,7,7,7,N
010757,01,1972,7,6,7,N
010758,01,1972,N,N,6,6
010759,01,1972,N,N,6,5
010760,01,1972,N,N,6,4
010761,01,1972,6,6,N,N
010762,01,1972,6,5,6,N
010763,01,1972,N,N,5,5
010764,01,1972,6,7,N,N
010765,01,1972,7,7,6,N
010766,01,1972,7,7,7,N
010767,01,1972,N,N,7,7
010768,01,1972,N,N,7,6
010769,01,1972,N,N,6,6
010770,01,1972,7,7,N,N
010771,01,1972,7,7,N,N
010772,01,1972,N,N,6,6
010773,01,1973,6,6,6,N
010774,01,1972,6,6,6,N
010775,01,1982,6,6,4,N
010776,01,1972,6,6,4,N
010777,01,1972,6,7,6,N
010778,01,1972,N,N,6,7
010779,01,1972,6,7,7,N
010780,01,1972,6,7,5,N
010781,01,1972,6,6,5,N
010782,01,1972,5,7,5,N
010783,01,1972,6,6,7,N
010784,01,1972,N,N,7,7
010785,01,1972,7,7,N,N
010786,01,1972,N,N,7,7
010788,01,1972,N,N,6,7
010789,01,1972,N,N,8,7
010790,01,1972,N,N,7,7
010791,01,1972,N,N,6,5
010792,01,1972,5,5,7,N
010793,01,1972,7,7,7,N
010795,01,1972,6,7,N,N
010796,01,1972,5,5,6,N
010797,01,1972,N,N,8,5
010798,01,1972,6,7,5,N
010799,01,1972,N,N,6,7
010800,01,1972,6,6,5,N
010801,01,1972,7,6,5,N
010802,01,1972,7,7,N,N
010803,01,1972,7,7,N,N
010804,01,1972,7,6,N,N
010805,01,1972,7,7,N,N
010807,01,1972,6,6,6,N
010808,01,1972,6,6,6,N
010809,01,1972,6,7,N,N
010810,01,1972,6,7,N,N
010811,01,1972,6,6,6,N
010812,01,1972,6,6,5,N
010813,01,1972,6,6,6,N
010814,01,1972,6,6,6,N
010815,01,1972,6,6,5,N
010816,01,1972,7,6,6,N
010818,01,1972,5,6,6,N
010819,01,1972,8,6,7,N
010820,01,1972,7,5,5,N
010821,01,1972,7,7,N,N
010823,01,1972,6,6,6,N
010824,01,1972,6,6,5,N
010825,01,1972,6,7,6,N
010827,01,1973,6,6,5,N
010828,01,1973,5,5,6,N
010829,01,1925,N,N,5,4
010830,01,2003,7,7,6,N
010831,01,1929,N,N,7,7
010832,01,1930,5,6,8,N
010833,01,1935,5,5,5,N
010837,01,1936,N,N,5,6
010838,01,1939,N,N,6,6
010840,01,1997,7,7,6,N
010843,01,1960,7,7,8,N
010848,01,1992,N,N,7,8
010849,01,1963,5,6,5,N
010850,01,1973,6,7,6,N
010852,01,1973,6,6,N,N
010853,01,1973,6,6,N,N
010854,01,1973,6,5,8,N
010855,01,1973,6,5,8,N
010856,01,1973,5,5,6,N
010857,01,1973,5,5,6,N
010858,01,1973,5,7,N,N
010859,01,1973,5,7,N,N
010860,01,1973,7,7,N,N
010861,01,1973,6,7,N,N
010862,01,1973,7,5,N,N
010863,01,1973,7,6,N,N
010864,01,1973,7,6,N,N
010865,01,1973,6,7,6,N
010866,01,1973,6,6,N,N
010867,01,1973,6,6,N,N
010868,01,1973,7,7,N,N
010869,01,1973,N,N,7,6
010870,01,1973,N,N,6,6
010871,01,1973,N,N,6,7
010872,01,1973,7,7,N,N
010873,01,1973,7,7,N,N
010874,01,1973,6,7,N,N
010875,01,1973,5,5,N,N
010876,01,1973,6,6,N,N
010877,01,1973,6,6,N,N
010878,01,1973,6,7,N,N
010879,01,1973,7,5,N,N
010880,01,1973,6,5,7,N
010881,01,1973,6,5,7,N
010882,01,1973,6,5,7,N
010883,01,1973,6,6,7,N
010884,01,1973,6,7,N,N
010885,01,1973,6,6,N,N
010886,01,1973,6,7,N,N
010887,01,1973,6,7,N,N
010888,01,1973,6,7,N,N
010889,01,1973,8,8,6,N
010890,01,1973,5,5,7,N
010891,01,1973,3,3,5,N
010893,01,1973,3,3,8,N
010894,01,1973,5,6,7,N
010895,01,1973,6,4,8,N
010899,01,1973,N,N,7,7
010900,01,1973,7,7,7,N
010901,01,1973,5,5,6,N
010902,01,1973,5,5,7,N
010903,01,1973,N,N,7,6
010904,01,1973,8,7,7,N
010907,01,1973,6,7,6,N
010908,01,1973,6,4,6,N
010909,01,1976,7,7,7,N
010911,01,1973,4,6,5,N
010912,01,1973,6,6,4,N
010913,01,1973,7,7,7,N
010914,01,1973,7,7,N,N
010915,01,1973,7,7,N,N
010916,01,1973,7,7,7,N
010917,01,1973,7,7,7,N
010918,01,1973,7,6,8,N
010919,01,1973,7,6,6,N
010920,01,1973,7,7,6,N
010921,01,1973,7,7,6,N
010922,01,1973,N,N,7,6
010923,01,1973,7,7,7,N
010924,01,1973,7,7,N,N
010926,01,1973,6,7,N,N
010927,01,1973,6,6,8,N
010928,01,1973,6,5,6,N
010929,01,1973,6,5,6,N
010932,01,1973,N,N,7,7
010933,01,1973,7,7,N,N
010934,01,1973,N,N,7,7
010935,01,1973,7,7,7,N
010936,01,1973,7,7,5,N
010937,01,1973,7,7,5,N
010939,01,1973,6,6,6,N
010941,01,1973,7,7,7,N
010942,01,1973,5,6,7,N
010943,01,1973,5,6,7,N
010944,01,1973,N,N,4,6
010945,01,1973,7,7,6,N
010946,01,1973,6,6,N,N
010947,01,1973,6,6,5,N
010948,01,1973,7,7,7,N
010949,01,1973,7,7,7,N
010950,01,1973,7,7,7,N
010951,01,1973,7,7,5,N
010952,01,1973,8,8,7,N
010953,01,1973,7,6,6,N
010954,01,1973,6,6,6,N
010955,01,1973,7,7,6,N
010956,01,1973,6,6,8,N
010957,01,1973,6,6,5,N
010958,01,1973,6,5,6,N
010959,01,1957,N,N,7,7
010960,01,1973,6,5,6,N
010961,01,1973,5,5,5,N
010962,01,1973,N,N,6,6
010963,01,1973,7,7,6,N
010964,01,1973,7,7,7,N
010965,01,1973,7,7,6,N
010967,01,1973,N,N,6,6
010968,01,1973,N,N,6,6
010969,01,1973,N,N,7,6
010970,01,1973,6,5,6,N
010971,01,1973,N,N,6,6
010975,01,1973,7,7,7,N
010976,01,1973,N,N,6,6
010977,01,1973,6,6,6,N
010978,01,1973,6,6,N,N
010979,01,1973,5,5,6,N
010980,01,1973,6,6,5,N
010981,01,1973,7,6,5,N
010983,01,1973,6,6,4,N
010984,01,1973,N,N,6,6
010985,01,1973,N,N,5,6
010986,01,1973,6,7,5,N
010987,01,1973,N,N,6,6
010988,01,1973,5,5,6,N
010989,01,1973,N,N,6,7
010990,01,1973,6,7,7,N
010991,01,1973,6,6,7,N
010992,01,1973,7,7,8,N
010993,01,1973,7,7,6,N
010994,01,1973,5,6,5,N
010995,01,1973,N,N,6,7
010996,01,1973,N,N,7,7
010997,01,1973,N,N,6,6
010998,01,1973,6,7,5,N
010999,01,1973,7,7,7,N
011000,01,1973,N,N,7,7
011001,01,1973,N,N,6,5
011002,01,1973,N,N,6,6
011003,01,1973,N,N,6,6
011004,01,1973,7,7,7,N
011005,01,1992,8,8,6,N
011006,01,1973,N,N,8,6
011008,01,1973,N,N,7,7
011009,01,1973,7,7,5,N
011010,01,1973,7,7,7,N
011011,01,1973,N,N,8,7
011012,01,1973,N,N,8,6
011013,01,1973,7,7,7,N
011015,01,1973,5,5,6,N
011016,01,1973,7,7,8,N
011017,01,1973,7,7,5,N
011018,01,1973,7,7,8,N
011019,01,1974,7,7,4,N
011021,01,1973,N,N,6,6
011022,01,1974,6,6,5,N
011024,01,1974,6,6,5,N
011025,01,1900,7,8,7,N
011026,01,1900,7,6,6,N
011027,01,1922,N,N,6,5
011028,01,1925,6,6,5,N
011029,01,1927,N,N,6,7
011030,01,1927,N,N,6,6
011031,01,1927,5,5,5,N
011032,01,1930,5,6,6,N
011033,01,1930,5,6,6,N
011034,01,1930,5,5,5,N
011036,01,1933,6,6,6,N
011037,01,1934,N,N,8,8
011038,01,1934,N,N,5,6
011039,01,1935,4,5,5,N
011040,01,1935,6,6,5,N
011043,01,1947,5,5,6,N
011044,01,1950,7,7,7,N
011045,01,1952,N,N,5,6
011046,01,1952,N,N,5,6
011047,01,1952,N,N,5,5
011048,01,1955,N,N,6,7
011049,01,1955,6,6,6,N
011050,01,1993,8,8,7,N
011054,01,1963,7,6,5,N
011055,01,1963,5,5,5,N
011057,01,1974,6,5,N,N
011058,01,1974,6,6,N,N
011059,01,1974,6,6,N,N
011060,01,1974,6,5,N,N
011061,01,1974,6,5,N,N
011062,01,1974,6,6,N,N
011063,01,1974,6,7,N,N
011064,01,1974,6,6,N,N
011065,01,1974,5,6,N,N
011066,01,1974,7,6,N,N
011067,01,1974,6,6,N,N
011068,01,1974,5,6,N,N
011069,01,1974,5,6,N,N
011070,01,1974,7,5,N,N
011071,01,1974,7,5,N,N
011072,01,1974,6,6,7,N
011073,01,1974,6,5,7,N
011074,01,1974,7,8,N,N
011075,01,1974,7,8,N,N
011076,01,1974,7,6,7,N
011077,01,1974,6,5,7,N
011078,01,1974,7,7,N,N
011079,01,1974,5,6,N,N
011080,01,1974,5,6,N,N
011081,01,1974,6,7,N,N
011082,01,1974,6,6,N,N
011083,01,1974,6,5,N,N
011084,01,1974,6,6,N,N
011085,01,1974,6,6,N,N
011086,01,1974,6,6,N,N
011087,01,1974,6,7,N,N
011088,01,1974,7,6,N,N
011089,01,1974,6,6,N,N
011090,01,1974,6,6,N,N
011091,01,1974,6,6,N,N
011092,01,1974,6,6,N,N
011093,01,1974,N,N,7,6
011094,01,1974,7,6,N,N
011095,01,1974,7,6,N,N
011096,01,1974,7,7,N,N
011097,01,1974,7,7,6,N
011098,01,1974,7,7,6,N
011099,01,1974,7,7,7,N
011100,01,1974,7,6,7,N
011101,01,1974,7,6,6,N
011102,01,1974,7,5,6,N
011103,01,1974,N,N,6,6
011104,01,1974,6,7,N,N
011105,01,1974,7,7,N,N
011106,01,1974,N,N,6,6
011107,01,1974,7,7,N,N
011108,01,1974,7,7,N,N
011109,01,1974,N,N,6,6
011110,01,1974,7,6,N,N
011111,01,1974,7,7,N,N
011112,01,1974,6,5,7,N
011113,01,1974,5,5,7,N
011114,01,1974,6,6,6,N
011115,01,1974,6,6,6,N
011116,01,1974,7,7,N,N
011117,01,1974,N,N,5,6
011118,01,1974,6,7,N,N
011119,01,1974,6,7,N,N
011120,01,1974,6,7,7,N
011121,01,1974,6,7,6,N
011122,01,1974,6,7,6,N
011123,01,1974,6,7,6,N
011124,01,1974,7,6,N,N
011125,01,1974,7,8,N,N
011126,01,1974,7,6,7,N
011127,01,1974,7,6,7,N
011128,01,1974,7,7,N,N
011129,01,1974,6,6,8,N
